TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
168711698	geziemt	geziemen|ziemen	geziemen	Daher sage ich , dass es sich für uns alle in Europa	geziemt	, mit gutem Beispiel voranzugehen .
3575287	geziemt	geziemen|ziemen	geziemen	Ich bin jedoch der Auffassung , daß es sich nicht	geziemt	, nach Hause zu gehen , über Betrug in der Europäischen Union zu schimpfen und über das , was wir dagegen tun können , zu reden , wenn uns hier dieser ausgezeichnete Bericht des Untersuchungsausschusses vorliegt und nur so wenige anwesend sind , um ihn zu diskutieren .
59909748	geziemt	geziemen|ziemen	geziemen	Dennoch bitte ich Sie zu bestätigen , daß es sich für Abgeordnete dieses Hauses , gehören sie nun der Fraktion der Liberalen oder einer anderen Fraktion an , nicht	geziemt	zu versuchen , sich Gehör zu verschaffen .
75522377	geziemt	geziemen|ziemen	geziemen	Das Parlament und Ihre Berichterstatterin haben die Pläne der Kommission einer kritischen Prüfung unterzogen und versucht , gemeinsam mit allen Beteiligten , wie es einem Parlament	geziemt	, diesen Bericht zu erarbeiten .
139731634	Hängen	Hang|Hängen	Hängen	Die zahlenmäßig starke junge Generation lehnt einen Ausschluss von Politikern , deren Ansichten von denen der konservativen Geistlichkeit abweichen , restriktive Regeln für Frauen , die Zwangsexmatrikulation von Studenten und das häufige	Hängen	und Steinigen von Menschen und die Amputation von Körperteilen derer , die nicht in das Weltbild der Machthaber passen , ab .
175836945	Hängen	Hang|Hängen	Hängen	Mit einem Land , oder vielleicht sollte man besser sagen , mit einem Regime , das öffentliches	Hängen	praktiziert , einem Regime , das damit droht , den Staat Israel auslöschen zu wollen ?
176412075	Hängen	Hang|Hängen	Hängen	Für öffentliche Hinrichtungen durch	Hängen	, insbesondere Hinrichtungen unter Folter , werden unerfreulicherweise Kräne verwendet .
176412099	Hängen	Hang|Hängen	Hängen	Daher lautet mein Vorschlag , nach den Worten „ oft durch öffentliches	Hängen	“ zu ergänzen :
196874583	Hängen	Hang|Hängen	Hängen	Hinzufügen möchte ich noch , dass der Iran für seine drastischen systematischen öffentlichen Hinrichtungen durch Steinigen oder	Hängen	berüchtigt ist , ein Schicksal , das selbst jugendliche Straftäter nicht ausschließt .
224569857	Hängen	Hang|Hängen	Hängen	Die Anwendung der Todesstrafe nicht weit von hier in Belarus , der Tod durch	Hängen	und Steinigung im Iran , die Genitalverstümmelung von Frauen in Somalia , die Massenvergewaltigungen in der Demokratischen Republik Kongo , die Ermordung von Journalisten in Russland , 215 Millionen Kinderarbeiter , willkürliche Verhaftungen , unfaire Prozesse , Zensur und so viele andere Grausamkeiten erfordern eine standhafte und kompromisslose Europäische Union .
82389455	Hängen	Hang|Hängen	Hängen	Mit	Hängen	und Würgen haben wir noch ein paar Millionen Euro mehr herausgeschlagen .
132778070	Herausführen	herausfahren|herausführen	herausführen	Das Hauptziel - die Verbreiterung der EU -Debatte und das	Herausführen	der Verhandlungen aus geschlossenen , staubigen Beratungsräumen - ist dabei erreicht worden .
18270661	herausführen	herausfahren|herausführen	herausführen	Ohne diese dringend erforderliche Ergänzung wird der , gleichwohl notwendige , große europäische Markt Europa weder aus der Arbeitslosigkeit	herausführen	noch die großen Besorgnisse überwinden helfen , die unsere Mitbürger hegen .
121724248	herumführen	herumfahren|herumführen	herumführen	Wir lassen uns nicht an der Nase	herumführen	, weder von den Opportunisten in der Politik noch von der Unentschlossenheit des Rates .
174503230	herumführen	herumfahren|herumführen	herumführen	Darum geht es doch hier , und wir sollen die Leute in Europa nicht an der Nase	herumführen	, sondern wir sollen hier Dinge tun , die umsetzbar sind .
110959947	hingehört	hingehören|hinhören	hingehören	Es wäre meines Erachtens nicht richtig , wenn er große Anstrengungen in etwas investierte , was in erster Linie in die Zuständigkeit der Mitgliedstaaten fällt und dort auch	hingehört	.
118207970	hingehört	hingehören|hinhören	hingehören	Herrn Kommissar Vitorino möchte ich ebenfalls danken , nicht nur für seine grundsätzliche Bereitschaft zur weiteren Unterstützung der Arbeit an der Charta , sondern auch für seinen Hinweis , dass es nicht einfach ist , die gesamte Charta in die kommende Verfassung oder das entsprechende Dokument einzufügen , dass sie aber dort	hingehört	.
164856738	hingehört	hingehören|hinhören	hingehören	Ich war im Ausschuss für bürgerliche Freiheiten , Justiz und Inneres verantwortlich für die Rücküberweisung an den Ausschuss für die Rechte der Frau und die Gleichstellung der Geschlechter , wo der Bericht	hingehört	.
18984174	hingehört	hingehören|hinhören	hingehören	Dadurch liegt die Verantwortung für den Abstieg der Slowakei da , wo sie	hingehört	, bei der Regierung .
196279264	hingehört	hingehören|hinhören	hingehören	Der Beschäftigungsgipfel in dieser Woche gibt uns die Gelegenheit , das Thema Beschäftigung an der Spitze der Europäischen Agenda zu halten , wo sie auch	hingehört	.
200690928	hingehört	hingehören|hinhören	hingehören	Im Juni 2006 stand ich in diesem Parlament und zerstörte einige der Mythen bezüglich eben dieses Vorschlags und damals endete er dort , wo er	hingehört	, im Papierkorb .
69243985	hingehört	hingehören|hinhören	hingehören	Wer , wenn nicht Europa mit seinen unterschiedlichen Traditionen und Kulturen , könnte hier eine Antwort finden , wenn wir die Problemlösungskompetenz dort belassen , wo sie	hingehört	, nämlich auf der Ebene der Mitgliedstaaten ?
82311965	hingehört	hingehören|hinhören	hingehören	Es wäre nur besser gewesen , man hätte ihn da behandelt , wo er	hingehört	, nämlich im Bereich des nationalen Gesetzgebers , der alle diese Dinge hervorragend entscheiden könnte .
88084394	hingehört	hingehören|hinhören	hingehören	Frau Präsidentin , ich möchte einen Punkt ansprechen , der sich nicht auf der Tagesordnung dieser Woche befindet , wo er jedoch	hingehört	- die Krise im Zusammenhang mit der Maul- und-Klauenseuche in Europa .
95793862	hingehört	hingehören|hinhören	hingehören	Wenn ich aber das Weißbuch sehe , dann finde ich diesen Satz kaum , zumindest nicht an prominenter und erster Stelle , dort wo er	hingehört	.
100063593	Kämpfen	Kampf|Kämpfen	Kampf	Sie wird ihr Engagement zur Beteiligung an den	Kämpfen	verstärken .
175193921	Kämpfen	Kampf|Kämpfen	Kampf	Was unternimmt der Rat bezüglich der inneren Instabilität im Tschad nach den jüngsten	Kämpfen	im östlichen Tschad am 26. November , bei denen davon ausgegangen wird , dass die Armee des Tschad hunderte Rebellen getötet hat ?
196920630	Kämpfen	Kampf|Kämpfen	Kämpfen	Was die Verfasser dieser Initiative wirklich beunruhigt , ist die Tatsache , dass das venezolanische Volk trotz aller Probleme , Bedrohungen , Gefahren und Einmischungen ein gutes Beispiel dafür ist , dass	Kämpfen	sich lohnt und ein gerechteres , demokratischeres und friedlicheres Land errichtet werden kann .
52757602	Kämpfen	Kampf|Kämpfen	Kampf	Nach all den	Kämpfen	, all den Verzögerungen sowie finanziellen und rechtlichen Barrieren , die uns von denen in den Weg gelegt wurden , die die Bedeutung dieser Frage nicht sahen , haben wir jetzt eine recht stabile Grundlage , und so hoffe ich , daß wir uns nunmehr diesem sehr ernsten Problem widmen können .
53272771	Kämpfen	Kampf|Kämpfen	Kampf	Übernehmen Sie die Verantwortung dafür , was Sie heute in diesem Parlament vor der europäischen Öffentlichkeit zugunsten dieser europäischen Verfassung sagen , damit die Bürger ihre Rechte und ihre Pflichten den	Kämpfen	und den Interessen der Mitgliedstaaten zum Trotz kennen .
75347300	Kämpfen	Kampf|Kämpfen	Kampf	Dort sind Kindersoldaten aus Uganda beteiligt , die zur Teilnahme an bewaffneten	Kämpfen	gezwungen werden .
76378685	Kämpfen	Kampf|Kämpfen	Kampf	Die Militarisierung der EU , das Wettrüsten , die Harmonisierung im Bereich der Rüstungsgüter und der Rüstungsindustrie , das Diktat des Mächtigen im Dschungel der „ Globalisierung “ und des freien Marktes stehen im Widerspruch zu den Visionen und	Kämpfen	der Völker für Frieden , für eine politische und friedliche Lösung der Differenzen und die Durchsetzung des Völkerrechts .
93435644	Kämpfen	Kampf|Kämpfen	Kampf	Weite Teile der Bevölkerung mussten aus Angst vor Hunger und vor den	Kämpfen	ihre Häuser verlassen und leben nun in Vertriebenenlagern im Innern Afghanistans oder sind über die Grenze nach Iran oder Pakistan geflohen .
95058674	Kämpfen	Kampf|Kämpfen	Kampf	Gemeinsam mit einigen Mitgliedern unseres Parlaments sind wir , vor allem unter der Führung von Mary Banotti , aus einigen	Kämpfen	siegreich hervorgegangen .
95853993	Kämpfen	Kampf|Kämpfen	Kampf	Über 300 000 Kinder nahmen aktiv an bewaffneten	Kämpfen	teil .
108027937	Kasten	Kaste|Kasten	Kaste	Um aus dem Tief herauszukommen , muss heutzutage den Interessen der	Kasten	und Zünfte entgegengetreten werden , weil sie mit dem modernen Reformismus unvereinbar sind .
110077044	Kasten	Kaste|Kasten	Kasten	Jetzt komme ich zu dem meiner Meinung nach im Augenblick wichtigsten Punkt im Zusammenhang mit diesem „	Kasten	“ :
130647804	Kasten	Kaste|Kasten	Kasten	Wir haben den	Kasten	mit den Instrumenten vervollkommnet und neu geordnet ;
181328502	Kasten	Kaste|Kasten	Kaste	Unser Vorschlag lautete , die EU solle gemeinsam mit den Vereinten Nationen Richtlinien zur Bekämpfung der Diskriminierung der	Kasten	erarbeiten und das Problem bei Gipfeltreffen mit den betreffenden Ländern ansprechen .
21975963	Kasten	Kaste|Kasten	Kaste	Die Ausbildung dieser Personen muß insbesondere verstärkt werden , damit die dauerhafte Aufteilung der Arbeitnehmer in zwei	Kasten	unterbunden wird :
35692829	Kasten	Kaste|Kasten	Kaste	Nach dem Zusammenbruch des kommunistischen Systems gereichten die Privatisierungen nämlich nicht zum Vorteil der Bevölkerung , sondern stellten für einige	Kasten	der Nomenklatura ein Instrument dar , um zu Macht und Reichtum zu gelangen , und in einigen Fällen dienten sie zur Bereicherung von Parallelorganisationen der organisierten Kriminalität .
60315579	Kasten	Kaste|Kasten	Kasten	Deshalb ist für die Erhaltung des europäischen Modells neben einem grünen	Kasten	auch ein blauer Kasten von wesentlicher Bedeutung .
60315583	Kasten	Kaste|Kasten	Kasten	Deshalb ist für die Erhaltung des europäischen Modells neben einem grünen Kasten auch ein blauer	Kasten	von wesentlicher Bedeutung .
64957120	Kasten	Kaste|Kasten	Kaste	Damit machen die Industrieländer im Verein mit herrschenden	Kasten	in manchen AKP -Ländern nicht nur gewaltige Gewinne , sondern es wird auch ein fürchterlicher Kreislauf in Gang gesetzt , den wir nicht vergessen sollten .
98942474	Kasten	Kaste|Kasten	Kaste	Wenn man nach dem Unterschied zwischen unserer modernen offenen Gesellschaft und einer anderen Gesellschaft fragt , die geprägt ist von Klassen und	Kasten	, so ist die Antwort eindeutig :
10246800	koste	kosen|kosten	kosten	Man darf nicht auf der einen Seite behaupten , daß das viel Geld	koste	, und uns andererseits gleichzeitig vorwerfen , wir gingen möglichst sparsam vor .
151819602	kosten	kosen|kosten	kosten	Maßnahmen für die öffentliche Gesundheit	kosten	Geld .
168579069	koste	kosen|kosten	kosten	Es ist natürlich falsch , wenn Herr Helmer behauptet , die EU	koste	die Wirtschaft 350 Milliarden Euro , der Binnenmarkt bringe gar nicht so viele Vorteile , also würden die Kosten für die EU die Vorteile des Binnenmarkts übersteigen .
235184268	kosten	kosen|kosten	kosten	Europäische Patente	kosten	gegenwärtig das 15 fache von amerikanischen , infolgedessen wir das europäische Patent zügiger entwickeln und dessen Kosten reduzieren müssen .
24556351	kosten	kosen|kosten	kosten	Zweitens wurde auch in der Frage der	kosten	der Banken für die Umrechnung auf Euro ein Konsens erzielt .
28045006	kosten	kosen|kosten	kosten	Merkwürdig ist nur , daß Strukturreformen , die nichts	kosten	, schwieriger durchsetzbar zu sein scheinen als die Haushaltssanierung - vermutlich , weil starke Sonderinteressen auf dem Spiel stehen .
38038196	kosten	kosen|kosten	kosten	Diese Lösung wird immer noch weniger	kosten	als die Duldung dieser nicht integrierten Personen innerhalb unserer Gesellschaften .
76998627	kosten	kosen|kosten	kosten	Nicht nur Schutzmaßnahmen	kosten	etwas .
7788302	kosten	kosen|kosten	kosten	Diese	kosten	den Gemeinschaftshaushalt ca. 30 % des Fischereihaushalts .
97458485	kosten	kosen|kosten	kosten	Die durch Mobbing ausgelösten Aggressionen und Depressionen , Krankmeldungen , Kündigungen , Personalumstrukturierungen	kosten	Wirtschaft und Sozialsysteme jährlich mehrere 100 Millionen Euro .
100205554	Lehren	Lehre|Lehren	Lehre	Abgesehen von der Respektierung unserer Partner und der ihnen als Eigentümer dieser Gewässer zustehenden Rechte werden wir die	Lehren	aus unseren Erfahrungen ziehen müssen , die zum Abfischen der Bestände an unseren Küsten geführt haben .
135613453	Lehren	Lehre|Lehren	Lehre	Das Parlament würde seiner Rolle gerecht werden , wenn es sich unter strikter Einhaltung der Subsidiarität bemühen würde , zum Nutzen aller die notwendigen	Lehren	zu ziehen in Bezug auf das , was funktioniert hat und was nicht funktioniert hat , in Bezug auf die Grenzen der Tätigkeit der Union und die Schwächen der internationalen Vorschriften , in Bezug auf beispielhafte zu unterstützende Initiativen und gemeinsame Aktionen , die von den betroffenen Ländern entwickelt und kofinanziert werden müssen .
151849026	Lehren	Lehre|Lehren	Lehre	Aus den Pannen und Fehlern bei der Ernennung der Kommission des Vorjahres gilt es ,	Lehren	zu ziehen .
160865993	Lehren	Lehre|Lehren	Lehre	Doch gerade diese Positionen ermöglichen und erlauben die Herausbildung wissenschaftlicher	Lehren	und tragen zur Entwicklung verschiedener Fachrichtungen und Spezialisierungen an Hochschulfakultäten bei .
17240766	Lehren	Lehre|Lehren	Lehre	Ganz konkret lassen sich folgende Feststellungen treffen , aus denen wir auch	Lehren	für die Zukunft ziehen sollten :
184915595	Lehren	Lehre|Lehren	Lehre	Wir müssen aus den Referenden in Frankreich , den Niederlanden und Irland die entsprechenden	Lehren	ziehen .
233557580	Lehren	Lehre|Lehren	Lehre	die EU mit Nachdruck aufgefordert wird , die	Lehren	aus diesen Entwicklungen zu ziehen und ihre Politik zur Förderung der Demokratie und der Menschenrechte zu überprüfen sowie einen Mechanismus einzurichten , der die Durchsetzung der Menschenrechtsklauseln in allen Abkommen mit Drittstaaten ermöglicht ;
26345462	Lehren	Lehre|Lehren	Lehre	Wir wollen uns diesmal wirklich davon überzeugen , ob die Kommission	Lehren	gezogen hat , ob sie in der Lage ist , ihre eigenen Managementstrukturen zu verbessern , und ob sie in der Lage ist , den politischen Schaden , den wir uns mit so einem Verfahren in Bosnien einheimsen , wiedergutzumachen .
29337626	Lehren	Lehre|Lehren	Lehre	Das Arbeitsdokument der GD XXII über die Programmergebnisse und ihre Bewertung ermöglicht es meines Erachtens , wie von Herrn Hatzidakis gewünscht wird , die erforderlichen	Lehren	zu ziehen , um unsere Gemeinschaftsaktion in dieser Richtung fortsetzen zu können .
69136893	Lehren	Lehre|Lehren	Lehre	Diese Probleme sind nach wie vor relevant , weil wir aus ihnen	Lehren	ziehen müssen .
101386112	Leinen	Leine|Leinen	Leinen	Gestatten Sie mir , zunächst den Berichterstattern , Herrn Jo	Leinen	und Herrn Iñigo Méndez de Vigo , zu dem ausgezeichneten Bericht zu gratulieren , den beide im Namen des Ausschusses für konstitutionelle Fragen vorgelegt haben .
101898060	Leinen	Leine|Leinen	Leinen	Bericht A5-0368/2001 von Herrn	Leinen	und Herrn Méndez de Vigo im Namen des Ausschusses für konstitutionelle Fragen über den Europäischen Rat von Laeken und die Zukunft der Union ( 2001/2180 ( INI ) )
108459697	Leinen	Leine|Leinen	Leinen	Jo	Leinen	erklärte , die Zuerkennung der Rechtspersönlichkeit an die Union sei in der Tat nur ein ergänzendes Element in der Gesamtheit der föderalistischen Vorschläge .
185981502	Leinen	Leine|Leinen	Leinen	Jo	Leinen	hat uns allerdings zu Recht darauf hingewiesen , dass durch Absatz 4 , wie er formuliert ist , Verwirrung gestiftet werden kann .
221906959	Leinen	Leine|Leinen	Leinen	Mein abschließender Kommentar geht an Herrn	Leinen	und Herrn Arsenis , die beide sagten , dass sie fürchten , dass Cancún zu sehr heruntergespielt wird .
60373688	Leinen	Leine|Leinen	Leinen	Mit dem Bericht der Kollegen Dimitrakopoulos und	Leinen	gibt das Parlament eine erste Stellungnahme zu den Aufgaben der nächsten Regierungskonferenz ab .
65763988	Leinen	Leine|Leinen	Leinen	B5- 0164/2000 von dem Abgeordneten	Leinen	im Namen der Fraktion der Sozialdemokratischen Partei Europas ,
70859356	Leinen	Leine|Leinen	Leinen	Allein die Tatsache , daß sowohl meine Hose als auch meine Jacke aus	Leinen	und Flachs - verarbeitet in Flandern , angebaut in Frankreich und zum Teil in Zeeland verarbeitet - hergestellt sind , zeugt davon , welche Tradition dieses Erzeugnis hat .
73535480	Leinen	Leine|Leinen	Leinen	Zunächst erscheint es mir höchst sinnvoll , drei im Vorschlag der Kommission nicht berücksichtigte Bereiche unverzüglich aufzunehmen , nämlich Olivenöl ,	Leinen	und Hanf sowie Tabak .
98448682	Leinen	Leine|Leinen	Leinen	Ich möchte hier noch auf die sehr gründliche Arbeit des Ausschusses für konstitutionelle Fragen Ihres Parlaments verweisen , insbesondere auf den Bericht von Herrn	Leinen	und Herrn Méndez de Vigo .
16280106	Lesen	Lese|Lesen	Lesen	Das zum Erhalt des Gleichgewichts gedruckte Wort - Buch , Zeitung und	Lesen	- bedarf jetzt einer Unterstützung in Form von Informationskampagnen .
216411953	Lesen	Lese|Lesen	Lesen	25 % der Menschen haben Schwierigkeiten beim	Lesen	.
222295047	Lesen	Lese|Lesen	Lesen	Beim	Lesen	des Berichts wird deutlich , dass , im Verhältnis betrachtet , eine höhere Anzahl von eingereichten Beschwerden zufälligerweise aus Malta und Luxemburg stammen .
2944613	Lesen	Lese|Lesen	Lesen	Ich halte es hier für vorrangig , ein ausgewogenes Verhältnis zwischen den Grundelementen des Unterrichts -	Lesen	, Schreiben , Rechnen - , und der Heranführung der Schüler an die neuen Technologien herzustellen .
31206811	Lesen	Lese|Lesen	Lesen	In bezug auf den Haushalt habe ich beim	Lesen	des Schreibens zum Alarmsystem vom 10. Juni 1998 festgestellt , daß die Abweichung zwischen der Ausführung und dem Verbrauchsindikator für die Mittel des EAGFL , Abteilung Garantie , knapp 1 , 1 Milliarden ECU beträgt .
32183893	Lesen	Lese|Lesen	Lesen	Herr Präsident , ich stelle fest , daß mein Vorredner lesen gelernt hat , aber er hat es nicht gelernt , mit dem	Lesen	aufzuhören .
38389282	Lesen	Lese|Lesen	Lese	In diesem Fall haben meine Bemerkungen meiner Meinung nach direkt mit diesen beiden Berichten zu tun , über die wir diskutieren , dem Bericht KALEIDOSKOP über die Förderung künstlerischer und kultureller Aktivitäten und dem Bericht , ebenfalls von Herrn Pex , über ein Förderprogramm im Bereich Buch und	Lesen	einschließlich der Übersetzung , dem Programm ARIANE .
73477518	Lesen	Lese|Lesen	Lesen	Doch beim	Lesen	des Kommissionsdokuments und des Berichts des Europäischen Parlaments muß man feststellen , daß dies nicht der Fall ist .
88656122	Lesen	Lese|Lesen	Lesen	Ich war selbst aktiv an der Ausarbeitung des Berichts Cashman beteiligt , und beim	Lesen	des Berichts Korhola habe ich überlegt , ob in den Bericht Cashman nicht vielleicht noch ein Punkt eingefügt werden müsste , wonach umwelt- und gesundheitsrelevante Informationen auch dann nicht der Geheimhaltung unterliegen dürfen , wenn sie als Geschäftsgeheimnisse behandelt werden .
94304890	Lesen	Lese|Lesen	Lesen	Die Beschlüsse von Göteborg verursachen nach dreimaligem	Lesen	und viermaligem Übersetzen noch immer Kopfzerbrechen , nicht nur bei gewöhnlichen Menschen , sondern auch bei ungewöhnlichen .
102803729	Listen	List|Liste	Liste	die Gefährdung der persönlichen Freiheit aufgrund ungesetzlicher „ schwarzer	Listen	“ ;
107094711	Listen	List|Liste	Liste	Wir können nicht einfach lange	Listen	erstellen , sondern müssen zeigen , dass wir Prioritäten setzen können und darüber hinaus frühzeitig die Berichterstatter benennen .
144841551	Listen	List|Liste	Liste	Aber es macht wenig Sinn , Schwarze	Listen	zu erstellen und damit bestimmte Substanzen wie Phthalate zu stigmatisieren .
148939691	Listen	List|Liste	Liste	Wir müssen ihn durch gemeinsame , klare	Listen	durchschaubar machen .
148953410	Listen	List|Liste	Liste	Daher fordere ich eindringlich , dass die Rechtsvorschrift direkt nach ihrer Annahme in Kraft tritt und dass für den Übergangszeitraum Vorschläge für	Listen	herausgegeben werden , die die Länder offiziell auf nationaler Ebene veröffentlichen wollen .
148956616	Listen	List|Liste	Liste	Es musste erst zu zahlreichen Tragödien kommen , ehe die Mitgliedstaaten schwarze	Listen	veröffentlicht haben .
33689314	Listen	List|Liste	Liste	Aus diesem Grunde habe ich im Namen meiner Fraktion eine Kompromißänderung eingereicht , die beide Seiten zufriedenstellen dürfte - sowohl diejenigen , die länderübergreifende Listen für wichtig halten , weil sie europäischer sind , als auch diejenigen , die ein solches System für unnötig halten und die argumentieren , daß selbst föderale Systeme normalerweise auch keine	Listen	auf föderaler Ebene haben .
33696612	Listen	List|Liste	Liste	Deshalb bin ich für diese Möglichkeit transnationaler	Listen	im Europäischen Parlament .
57614275	Listen	List|Liste	Liste	Die	Listen	werden verspätet mitgeteilt , die Zahl der Schiffe , die Treibnetze verwenden , steigt , der Thunfischfang wird beeinträchtigt , das Ökosystem des Meeres zerstört , die Fischer im nordwestlichen Golf von Biskaya müssen schwere wirtschaftliche Einbußen hinnehmen und die EU enthält sich jeglicher Reaktion auf die Empfehlungen der Internationalen Kommission für die Erhaltung der Thunfischbestände des Atlantik ( ICCAT ) im bezüglich der Überfischung dieser Bestände .
85282377	Listen	List|Liste	Liste	Das wird übrigens , anders als es im Bericht steht , nicht von den Regierungen festgelegt , sondern von Parteien , wenn diese ihre	Listen	aufstellen .
10252720	Lügen	Lüge|Lügen	Lügen	Wir tun uns keinen Gefallen , und wir strafen uns	Lügen	.
104488475	Lügen	Lüge|Lügen	Lüge	Deshalb können meine Partei und ich auf dieses Grünbuch und auf den Bericht von Frau Miguélez Ramos nur die Antwort geben , dass die GFP auf	Lügen	aufgebaut war und aus technischer Sicht ein heilloses Durcheinander darstellt .
128236660	Lügen	Lüge|Lügen	Lüge	Es gibt	Lügen	, die von einigen Regierungschefs aufrechterhalten werden :
146978737	Lügen	Lüge|Lügen	Lüge	Meine Kollegen in der UKIP und ich werden die Ratifizierung der Verfassung nicht unterstützen und auch nicht diesen schändlichen Bericht , der das eigentliche Problem zugibt , aber ihm mittels Propaganda und	Lügen	beikommen will .
195527965	Lügen	Lüge|Lügen	Lüge	Nach der jüngsten Eingabe von Herrn Mote möchte ich behaupten , dass bewusste Fehlinformationen , ja regelrechte	Lügen	, die der Öffentlichkeit unterbreitet werden , ein viel größeres Problem darstellen .
199556375	Lügen	Lüge|Lügen	Lüge	es ist die Geschichte derer , die hartnäckig und vorsätzlich	Lügen	benutzen , um ihren politischen Gegner als gefährlich zu brandmarken .
224093873	Lügen	Lüge|Lügen	Lüge	Die russische Staatsduma beschuldigte das Europäische Parlament sogar der Einmischung in die inneren Angelegenheiten Russlands und bediente sich einer Reihe von	Lügen	, um den Bericht Andrikienin den Schmutz zu ziehen .
229749311	Lügen	Lüge|Lügen	Lüge	Alle lauten Erklärungen und Worte werden zu Zynismus und untergraben die Grundlage des Kampfes gegen globale Ungerechtigkeit und	Lügen	.
42039587	Lügen	Lüge|Lügen	Lügen	Ich freue mich , daß britische Unternehmen das heute unzutreffende Stereotyp von der Euroskepsis meines Landes	Lügen	strafen , indem sie in der Zusammenarbeit eine führende Rolle einnehmen - die Manager und das Personal von Westland und British Aerospace kooperieren mit EU -Partnern aus gesunden geschäftlichen Gründen , anstatt dem isolationistischen Dogma der Tory-Partei zu folgen , die einst für das britische Business zu sprechen beanspruchte .
50679689	Lügen	Lüge|Lügen	Lüge	Unser Kollege Jean-Claude Martinez war der erste , der bereits 1990 die Mißstände , schwerwiegenden Fehler und	Lügen	der Europäischen Kommission im Zusammenhang mit dem BSE -Skandal anprangerte .
107913955	maßt	maßen|messen	anmassen	In diesem Bericht	maßt	sich das Parlament die Rolle eines Theologen an .
126965088	maßen	maßen|messen	anmassen	Demnach verhallt ihre Stimme bei den Sozialpartnern fast ungehört , dennoch	maßen	sich die Sozialpartner an , für sie zu sprechen .
127949925	maßen	maßen|messen	anmassen	Wir	maßen	uns nicht an , Unternehmen daran zu hindern , ihre Betriebe zu schließen oder zu verlagern , wir können jedoch fordern , dass die Unternehmen , die in den Genuss von Finanzhilfen kommen , Verpflichtungen eingehen und Garantien für eine langfristige Beschäftigung geben .
132016601	maßt	maßen|messen	anmassen	Es	maßt	sich an , alles zu bewerten , insbesondere in Bezug auf die Menschenrechte , und das zu einem Zeitpunkt , da sich in der Europäischen Union selbst ein gewaltiges Netzwerk der Diktatur , der Unterdrückung und des Polizeistaats breit macht .
139936389	maßt	maßen|messen	anmassen	Mit welchem Recht	maßt	sich das Europäische Parlament zum Beispiel an , den ordnungsgemäßen Ablauf der Parlamentswahlen vom Dezember 2003 in Frage zu stellen oder , was noch schwerwiegender ist , deren Ergebnisse offen zu kritisieren ?
14844704	maßt	maßen|messen	anmassen	Sogar ein einzelner Rat , wie „ Ecofin “	maßt	sich Rechte an , die sogar über die des Europäischen Rates hinausgehen , wie wir es kürzlich beim Weißbuch gesehen haben .
152379044	maßt	maßen|messen	anmassen	Man	maßt	sich an , unter Ziffer 4 darauf hinzuweisen , welche Schritte bereits unternommen wurden , „ um der Anwendung einiger Bestimmungen des neuen Verfassungsvertrags ( … ) vorzugreifen “ zugeschrieben .
154301433	maßt	maßen|messen	anmassen	Diese Mehrheit	maßt	sich jedoch an , die EU als Integrationsmodell für Lateinamerika darzustellen .
216129013	maßt	maßen|messen	anmassen	Die UfM kann eine Lösung unterstützen , aber sie	maßt	sich nicht an , das Mittel für die Lösung zu sein , und sollte durch diese Konfrontationen auch nicht gehemmt werden .
87989741	maßt	maßen|messen	anmassen	Die Europäische Gemeinschaft	maßt	sich das Recht an , ihren Partnern vorzuschreiben , die Hilfe in sechs Bereichen zu verwenden , die sie als vorrangig ansieht .
111792243	misst	messen|missen	messen	Diese Vorschläge gehen viel zu weit ,	misst	man sie an anderen , die für eine Aufteilung der Zuständigkeiten plädieren .
122260668	misst	messen|missen	messen	Die Kommission	misst	allen Maßnahmen zum Schutze der Gesundheit und Sicherheit der Arbeitnehmer größte Bedeutung bei .
134483883	misst	messen|missen	messen	Wir werden weiterhin sicherstellen , dass Griechenland diese Vorgänge	misst	, kontrolliert und uns darüber Bericht erstattet .
146097694	misst	messen|missen	messen	Erstens	misst	die Richtlinie der Umwelt Bedeutung bei .
147176881	misst	messen|missen	messen	Die Kommission	misst	zwar der Zusammenarbeit mit dem Parlament große Bedeutung bei , doch sollte nicht vergessen werden , dass die Gemeinschaftsmethode auf einem institutionellen Dreieck beruht .
152406857	misst	messen|missen	messen	Diese Haltung wird von der Mehrheit im Parlament geteilt , die damit mit zweierlei Maßstäben	misst	und der Linie der USA folgt , Menschen und Regierungen anhaltend unter Druck zu setzen , die ihren Anweisungen nicht Folge leisten und sich nicht unterwerfen .
178810021	misst	messen|missen	messen	Wir freuen uns , dass das Europäische Parlament die Aussprache zu den Fortschritten der beiden Kandidatenländer in die Tagesordnung dieser Sitzung aufgenommen hat , denn die slowenische Ratspräsidentschaft	misst	der Integration der Staaten des westlichen Balkans in die Europäische Union außerordentlich große Bedeutung bei .
230145308	misst	messen|missen	messen	Der Text der Entschließung verstärkt die Vorstellung von einer EU , die in Bezug auf die Menschenrechte , insbesondere was die Menschenrechtsverletzungen in den besetzten Palästinensergebieten betrifft , mit zweierlei Maß	misst	.
858736	mißt	messen|missen	messen	Die Europäische Volkspartei	mißt	dem Zustandekommen der Europäischen Aktiengesellschaft außerordentlich viel Bedeutung bei .
99875065	misst	messen|missen	messen	So erhalten im Bereich der Strukturfonds selbst die am großzügigsten Begünstigten nur sehr wenig , wenn man es als Anteil am BIP	misst	.
